time,ele,lat,lon,speed,encoding_latency,network_latency,total_latency,number_of_satellites,image_sequence_number,stream_id,x_merc,y_merc,antennas,buildings,avg_build_height
2018-12-27 20:18:02,0.0,37.30054217021277,126.96524487234039,30.97702254556967,69.85106382978724,247.08510638297872,316.93617021276594,8.72340425531915,25434.0,2.3617021276595747,14133706.40763222,4481081.695134048,0,11,0.0
2018-12-27 20:18:03,0.0,37.30053019230769,126.9653463846154,32.71455180453582,69.6923076923077,299.0576923076923,368.75,8.26923076923077,25483.5,2.769230769230769,14133717.707926985,4481080.0189200295,0,12,0.0
2018-12-27 20:18:04,0.0,37.300518113636365,126.96545406818177,34.667390388200786,71.11363636363636,319.3863636363636,390.5,8.159090909090908,25531.5,2.6363636363636362,14133729.69520676,4481078.328604835,0,15,0.0
2018-12-27 20:18:05,0.0,37.3005036888889,126.96558435555562,41.9338860780974,70.4888888888889,235.73333333333332,306.22222222222223,8.6,25576.0,1.9333333333333333,14133744.198730873,4481076.309975065,0,15,0.0
2018-12-27 20:18:06,0.0,37.30048954166666,126.9657151458333,42.077556995031635,69.8125,230.97916666666666,300.7916666666667,9.0,25622.5,2.4166666666666665,14133758.758237986,4481074.330183137,0,15,3.6266666666666665
2018-12-27 20:18:07,0.0,37.30047568749999,126.96585622916673,45.31652319354448,68.83333333333333,230.02083333333334,298.8541666666667,9.0,25670.5,2.125,14133774.463562822,4481072.391402383,0,14,3.8857142857142857
2018-12-27 20:18:08,0.0,37.30046089583336,126.9660006875,46.430979024994684,69.79166666666667,220.89583333333334,290.6875,9.0,25718.5,2.0416666666666665,14133790.544590922,4481070.3214263385,0,11,4.945454545454545
2018-12-27 20:18:09,0.0,37.300446644444435,126.96613988888893,44.741227876896154,70.08888888888889,252.3111111111111,322.4,9.0,25765.0,2.111111111111111,14133806.040418657,4481068.327058245,0,9,6.044444444444444
2018-12-27 20:18:10,0.0,37.30042982978721,126.96629631914892,50.32072976761505,69.38297872340425,219.95744680851064,289.3404255319149,9.0,25811.0,2.106382978723404,14133823.454155542,4481065.973981705,0,4,13.6
2018-12-27 20:18:11,0.0,37.300413760869574,126.96644463043485,47.71585585127564,69.45652173913044,226.2608695652174,295.7173913043478,8.891304347826088,25857.5,2.217391304347826,14133839.96409237,4481063.725265934,0,0,0.0
